Box Barcode,FileBarcode,Sales Invoice No,Sales Invoice Date,SRN No,SRN Date,ARA Doc No,ARA City,STN No,STN Date,STN From,STN To,LRNo,Comment,Billing Location,Customer Name,SAN No,Inventory Adj,SAN A,Location
KL3300630993,K3393420971,1206479250,24.10.2016,,,,,,,,,,,Bhubneshwar,SPECTRA VISION,,,,BHUBNESHWAR
KL3300630993,K3393420972,1206479249,24.10.2016,,,,,,,,,,,Bhubneshwar,DOORDARSHAN,,,,BHUBNESHWAR
KL3300630993,K3393420973,1206479248,24.10.2016,,,,,,,,,,,Bhubneshwar,ONE TIME EMP - BBSR (EPP),,,,BHUBNESHWAR
KL3300630993,K3393420974,1206479247,24.10.2016,,,,,,,,,,,Bhubneshwar,SPECTRA VISION,,,,BHUBNESHWAR
KL3300630993,K3393420975,1206479246,24.10.2016,,,,,,,,,,,Bhubneshwar,SAHEB DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393420976,1206479245,24.10.2016,,,,,,,,,,,Bhubneshwar,SAHEB DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393420977,1206479244,24.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393420978,1206479243,24.10.2016,,,,,,,,,,,Bhubneshwar,One-Time:Instn-Bhubaneshwar,,,,BHUBNESHWAR
KL3300630993,K3393420979,1206479242,24.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393420980,1206479241,24.10.2016,,,,,,,,,,,Bhubneshwar,RADIANT ENTERPRISES,,,,BHUBNESHWAR
KL3300630993,K3393420981,1206479240,24.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393420982,1206479239,24.10.2016,,,,,,,,,,,Bhubneshwar,KALINGA SALES,,,,BHUBNESHWAR
KL3300630993,K3393420983,1206479238,23.10.2016,,,,,,,,,,,Bhubneshwar,RAJDHANI ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393420984,1206479237,23.10.2016,,,,,,,,,,,Bhubneshwar,RAJDHANI ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393420985,1206479236,23.10.2016,,,,,,,,,,,Bhubneshwar,RAJDHANI ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393420986,1206479235,23.10.2016,,,,,,,,,,,Bhubneshwar,RAJDHANI ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393420987,1206479234,23.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393420988,1206479233,23.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393420989,1206479232,23.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393420990,1206479231,23.10.2016,,,,,,,,,,,Bhubneshwar,GALAXY,,,,BHUBNESHWAR
KL3300630993,K3393420991,1206479230,23.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393420992,1206479229,23.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393420993,1206479228,23.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393420994,1206479227,23.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393420995,1206479226,23.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393420996,1206479225,23.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS & APPLIANCES,,,,BHUBNESHWAR
KL3300630993,K3393420997,1206479224,23.10.2016,,,,,,,,,,,Bhubneshwar,SAHOO DISTRIBUTERS PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393420998,1206479222,23.10.2016,,,,,,,,,,,Bhubneshwar,SAHOO DISTRIBUTERS PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393420999,1206479221,23.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421000,1206479220,23.10.2016,,,,,,,,,,,Bhubneshwar,KALINGA SALES,,,,BHUBNESHWAR
KL3300630993,K3393421001,1206479219,23.10.2016,,,,,,,,,,,Bhubneshwar,KALINGA SALES,,,,BHUBNESHWAR
KL3300630993,K3393421002,1206479218,23.10.2016,,,,,,,,,,,Bhubneshwar,DIGVIJAY ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421003,1206479217,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421004,1206479216,22.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393421005,1206479215,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421006,1206479214,22.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393421007,1206479213,22.10.2016,,,,,,,,,,,Bhubneshwar,VIDEO ZONE,,,,BHUBNESHWAR
KL3300630993,K3393421008,1206479212,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421009,1206479211,22.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421010,1206479210,22.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421011,1206479209,22.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421012,1206479208,22.10.2016,,,,,,,,,,,Bhubneshwar,One-Time:Instn-Bhubaneshwar,,,,BHUBNESHWAR
KL3300630993,K3393421013,1206479207,22.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421014,1206479206,22.10.2016,,,,,,,,,,,Bhubneshwar,DOORDARSHAN,,,,BHUBNESHWAR
KL3300630993,K3393421015,1206479205,22.10.2016,,,,,,,,,,,Bhubneshwar,AERO VISION,,,,BHUBNESHWAR
KL3300630993,K3393421016,1206479204,22.10.2016,,,,,,,,,,,Bhubneshwar,AERO VISION,,,,BHUBNESHWAR
KL3300630993,K3393421017,1206479203,22.10.2016,,,,,,,,,,,Bhubneshwar,AERO VISION,,,,BHUBNESHWAR
KL3300630993,K3393421018,1206479202,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421019,1206479201,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421020,1206479200,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421021,1206479299,25.10.2016,,,,,,,,,,,Bhubneshwar,GREAT EASTERN APPLIANCES PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393421022,1206479298,25.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421023,1206479297,25.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421024,1206479296,25.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421025,1206479295,25.10.2016,,,,,,,,,,,Bhubneshwar,VIDEO ZONE,,,,BHUBNESHWAR
KL3300630993,K3393421026,1206479294,25.10.2016,,,,,,,,,,,Bhubneshwar,VIDEO ZONE,,,,BHUBNESHWAR
KL3300630993,K3393421027,1206479293,25.10.2016,,,,,,,,,,,Bhubneshwar,UMA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421028,1206479192,22.10.2016,,,,,,,,,,,Bhubneshwar,SAI ASSOCIATES (INSTITUTIONAL),,,,BHUBNESHWAR
KL3300630993,K3393421029,1206479191,22.10.2016,,,,,,,,,,,Bhubneshwar,SAI ASSOCIATES (INSTITUTIONAL),,,,BHUBNESHWAR
KL3300630993,K3393421030,1206479190,22.10.2016,,,,,,,,,,,Bhubneshwar,SAI ASSOCIATES (INSTITUTIONAL),,,,BHUBNESHWAR
KL3300630993,K3393421031,1206479189,22.10.2016,,,,,,,,,,,Bhubneshwar,SAI ASSOCIATES (INSTITUTIONAL),,,,BHUBNESHWAR
KL3300630993,K3393421032,1206479188,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421033,1206479187,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421034,1206479186,22.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421035,1206479185,22.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393421036,1206479184,22.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393421037,1206479183,22.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393421038,1206479182,22.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393421039,1206479181,22.10.2016,,,,,,,,,,,Bhubneshwar,GREAT EASTERN APPLIANCES PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393421040,1206479180,22.10.2016,,,,,,,,,,,Bhubneshwar,GREAT EASTERN APPLIANCES PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393421041,1206479179,22.10.2016,,,,,,,,,,,Bhubneshwar,GREAT EASTERN APPLIANCES PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393421042,1206479178,22.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421043,1206479177,22.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421044,1206479176,22.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421045,1206479175,22.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421046,1206479174,22.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421047,1206479173,22.10.2016,,,,,,,,,,,Bhubneshwar,DIGVIJAY ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421048,1206479172,22.10.2016,,,,,,,,,,,Bhubneshwar,DIGVIJAY ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421049,1206479171,22.10.2016,,,,,,,,,,,Bhubneshwar,DIGVIJAY ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421050,1206479170,22.10.2016,,,,,,,,,,,Bhubneshwar,DIGVIJAY ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421051,1206479169,22.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421052,1206479168,22.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421053,1206479167,22.10.2016,,,,,,,,,,,Bhubneshwar,MAHAVIR AGENCIES,,,,BHUBNESHWAR
KL3300630993,K3393421054,1206479166,22.10.2016,,,,,,,,,,,Bhubneshwar,GOVT. EMPLOYEES GOVT. CANTEEN,,,,BHUBNESHWAR
KL3300630993,K3393421055,1206479165,21.10.2016,,,,,,,,,,,Bhubneshwar,GALAXY,,,,BHUBNESHWAR
KL3300630993,K3393421056,1206479164,21.10.2016,,,,,,,,,,,Bhubneshwar,GALAXY,,,,BHUBNESHWAR
KL3300630993,K3393421057,1206479163,21.10.2016,,,,,,,,,,,Bhubneshwar,Future Retail Limited,,,,BHUBNESHWAR
KL3300630993,K3393421058,1206479162,21.10.2016,,,,,,,,,,,Bhubneshwar,Future Retail Limited,,,,BHUBNESHWAR
KL3300630993,K3393421059,1206479161,21.10.2016,,,,,,,,,,,Bhubneshwar,APOLLO HOSPITALS ENTERPRISE LIMITED,,,,BHUBNESHWAR
KL3300630993,K3393421060,1206479160,21.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393421061,1206479159,21.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393421062,1206479158,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421063,1206479157,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421064,1206479156,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421065,1206479155,21.10.2016,,,,,,,,,,,Bhubneshwar,Meyer Organics Pvt. Ltd.,,,,BHUBNESHWAR
KL3300630993,K3393421066,1206479154,21.10.2016,,,,,,,,,,,Bhubneshwar,DOLLAR INDUSTRIES LIMITED,,,,BHUBNESHWAR
KL3300630993,K3393421067,1206479153,21.10.2016,,,,,,,,,,,Bhubneshwar,ONE TIME EMP - BBSR (EPP),,,,BHUBNESHWAR
KL3300630993,K3393421068,1206479152,21.10.2016,,,,,,,,,,,Bhubneshwar,VIDEO ZONE,,,,BHUBNESHWAR
KL3300630993,K3393421069,1206479151,21.10.2016,,,,,,,,,,,Bhubneshwar,VIDEO ZONE,,,,BHUBNESHWAR
KL3300630993,K3393421070,1206479150,21.10.2016,,,,,,,,,,,Bhubneshwar,VIDEO ZONE,,,,BHUBNESHWAR
KL3300630993,K3393421071,1206479149,21.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421072,1206479148,21.10.2016,,,,,,,,,,,Bhubneshwar,KALINGA SALES,,,,BHUBNESHWAR
KL3300630993,K3393421073,1206479147,21.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421074,1206479146,21.10.2016,,,,,,,,,,,Bhubneshwar,One-Time:Instn-Bhubaneshwar,,,,BHUBNESHWAR
KL3300630993,K3393421075,1206479145,21.10.2016,,,,,,,,,,,Bhubneshwar,GALAXY,,,,BHUBNESHWAR
KL3300630993,K3393421076,1206479144,21.10.2016,,,,,,,,,,,Bhubneshwar,ONE TIME EMP - BBSR (EPP),,,,BHUBNESHWAR
KL3300630993,K3393421077,1206479143,21.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
KL3300630993,K3393421078,1206479142,21.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
KL3300630993,K3393421079,1206479141,21.10.2016,,,,,,,,,,,Bhubneshwar,NEHA FURNITURES,,,,BHUBNESHWAR
KL3300630993,K3393421080,1206479140,21.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
KL3300630993,K3393421081,1206479139,21.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
KL3300630993,K3393421082,1206479138,21.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
KL3300630993,K3393421083,1206479137,21.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
KL3300630993,K3393421084,1206479136,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421085,1206479135,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421086,1206479134,21.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393421087,1206479133,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421088,1206479132,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421089,1206479131,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421090,1206479130,21.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421091,1206479129,21.10.2016,,,,,,,,,,,Bhubneshwar,HINDUSTAN ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421092,1206479128,21.10.2016,,,,,,,,,,,Bhubneshwar,NEHA FURNITURES,,,,BHUBNESHWAR
KL3300630993,K3393421093,1206479127,21.10.2016,,,,,,,,,,,Bhubneshwar,NEHA FURNITURES,,,,BHUBNESHWAR
KL3300630993,K3393421094,1206479126,21.10.2016,,,,,,,,,,,Bhubneshwar,UMA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421095,1206479125,21.10.2016,,,,,,,,,,,Bhubneshwar,VIDEO ZONE,,,,BHUBNESHWAR
KL3300630993,K3393421096,1206479124,21.10.2016,,,,,,,,,,,Bhubneshwar,DIGVIJAY ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421097,1206479123,21.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS & APPLIANCES,,,,BHUBNESHWAR
KL3300630993,K3393421098,1206479122,21.10.2016,,,,,,,,,,,Bhubneshwar,G N ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421099,1206479121,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421100,1206479120,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421101,1206479119,21.10.2016,,,,,,,,,,,Bhubneshwar,RAJ ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421102,1206479118,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421103,1206479117,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421104,1206479116,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421105,1206479115,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421106,1206479114,21.10.2016,,,,,,,,,,,Bhubneshwar,GREAT EASTERN APPLIANCES PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393421107,1206479113,21.10.2016,,,,,,,,,,,Bhubneshwar,GREAT EASTERN APPLIANCES PVT. LTD.,,,,BHUBNESHWAR
KL3300630993,K3393421108,1206479112,21.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421109,1206479111,21.10.2016,,,,,,,,,,,Bhubneshwar,NEHA FURNITURES,,,,BHUBNESHWAR
KL3300630993,K3393421110,1206479110,21.10.2016,,,,,,,,,,,Bhubneshwar,NEHA FURNITURES,,,,BHUBNESHWAR
KL3300630993,K3393421111,1206479109,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421112,1206479108,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421113,1206479107,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421114,1206479106,21.10.2016,,,,,,,,,,,Bhubneshwar,DOORDARSHAN,,,,BHUBNESHWAR
KL3300630993,K3393421115,1206479105,21.10.2016,,,,,,,,,,,Bhubneshwar,SHREE GANESH ENTERPRISES,,,,BHUBNESHWAR
KL3300630993,K3393421116,1206479104,21.10.2016,,,,,,,,,,,Bhubneshwar,SAHEB DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421117,1206479103,21.10.2016,,,,,,,,,,,Bhubneshwar,GALAXY,,,,BHUBNESHWAR
KL3300630993,K3393421118,1206479102,21.10.2016,,,,,,,,,,,Bhubneshwar,GALAXY,,,,BHUBNESHWAR
KL3300630993,K3393421119,1206479101,21.10.2016,,,,,,,,,,,Bhubneshwar,GALAXY,,,,BHUBNESHWAR
KL3300630993,K3393421120,1206479100,21.10.2016,,,,,,,,,,,Bhubneshwar,SHREE GANESH ENTERPRISES,,,,BHUBNESHWAR
KL3300630993,K3393421121,1206479099,21.10.2016,,,,,,,,,,,Bhubneshwar,Meyer Organics Pvt. Ltd.,,,,BHUBNESHWAR
KL3300630993,K3393421122,1206479098,21.10.2016,,,,,,,,,,,Bhubneshwar,Meyer Organics Pvt. Ltd.,,,,BHUBNESHWAR
KL3300630993,K3393421123,1206479097,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421124,1206479096,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421125,1206479095,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421126,1206479094,21.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421127,1206479093,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421128,1206479092,20.10.2016,,,,,,,,,,,Bhubneshwar,RADIANT ENTERPRISES,,,,BHUBNESHWAR
KL3300630993,K3393421129,1206479091,20.10.2016,,,,,,,,,,,Bhubneshwar,RADIANT ENTERPRISES,,,,BHUBNESHWAR
KL3300630993,K3393421130,1206479090,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421131,1206479089,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421132,1206479088,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421133,1206479087,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421134,1206479086,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421135,1206479085,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421136,1206479084,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421137,1206479083,20.10.2016,,,,,,,,,,,Bhubneshwar,UTKAL SALES,,,,BHUBNESHWAR
KL3300630993,K3393421138,1206479082,20.10.2016,,,,,,,,,,,Bhubneshwar,JAQUAR & COMPANY PVT LTD,,,,BHUBNESHWAR
KL3300630993,K3393421139,1206479081,20.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393421140,1206479080,20.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393421141,1206479079,20.10.2016,,,,,,,,,,,Bhubneshwar,Goutam Electronics,,,,BHUBNESHWAR
KL3300630993,K3393421142,1206479078,20.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421143,1206479077,20.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421144,1206479076,20.10.2016,,,,,,,,,,,Bhubneshwar,SPECTRA VISION,,,,BHUBNESHWAR
KL3300630993,K3393421145,1206479075,20.10.2016,,,,,,,,,,,Bhubneshwar,SPECTRA VISION,,,,BHUBNESHWAR
KL3300630993,K3393421146,1206479074,20.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421147,1206479073,20.10.2016,,,,,,,,,,,Bhubneshwar,JAI HANUMAN ENTERPRISES,,,,BHUBNESHWAR
KL3300630993,K3393421148,1206479072,20.10.2016,,,,,,,,,,,Bhubneshwar,PRABHU,,,,BHUBNESHWAR
KL3300630993,K3393421149,1206479071,20.10.2016,,,,,,,,,,,Bhubneshwar,GUPTA DISTRIBUTORS,,,,BHUBNESHWAR
KL3300630993,K3393421150,1206479070,20.10.2016,,,,,,,,,,,Bhubneshwar,PRABHU,,,,BHUBNESHWAR
KL3300630993,K3393421151,1206479069,20.10.2016,,,,,,,,,,,Bhubneshwar,SONGYUKTA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421152,1206479068,20.10.2016,,,,,,,,,,,Bhubneshwar,SRI RAM AGENCY,,,,BHUBNESHWAR
KL3300630993,K3393421153,1206479067,20.10.2016,,,,,,,,,,,Bhubneshwar,AABANS,,,,BHUBNESHWAR
KL3300630993,K3393421154,1206479066,20.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS & APPLIANCES,,,,BHUBNESHWAR
KL3300630993,K3393421155,1206479065,20.10.2016,,,,,,,,,,,Bhubneshwar,BHARAT ELECTRONICS & APPLIANCES,,,,BHUBNESHWAR
KL3300630993,K3393421156,1206479064,20.10.2016,,,,,,,,,,,Bhubneshwar,HINDUSTAN ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421157,1206479063,20.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421158,1206479062,20.10.2016,,,,,,,,,,,Bhubneshwar,PATRA ELECTRONICS,,,,BHUBNESHWAR
KL3300630993,K3393421159,1206479061,20.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
KL3300630993,K3393421160,1206479060,20.10.2016,,,,,,,,,,,Bhubneshwar,AERO VISION,,,,BHUBNESHWAR
KL3300630993,K3393421161,1206479059,20.10.2016,,,,,,,,,,,Bhubneshwar,BISWAL SALES CORPORATION,,,,BHUBNESHWAR
